x,y,z
616196.499308,274420.011757,-12439.714844
616221.287314,274420.179401,-12434.767578
616246.056228,274420.364655,-12429.46582
616270.825142,274420.54991,-12424.164063
616295.605431,274420.727026,-12419.036621
616320.385721,274420.904142,-12413.90918
616345.184406,274421.071013,-12409.163086
616369.983092,274421.237883,-12404.416992
616394.832316,274421.366358,-12400.453125
616419.681539,274421.494834,-12396.489258
616444.579652,274421.581683,-12393.343262
616469.477765,274421.668532,-12390.197266
616494.42348,274421.719589,-12387.873535
616519.369194,274421.770646,-12385.549805
616544.350876,274421.790608,-12383.801758
616569.332557,274421.81057,-12382.053711
616594.33077,274421.821737,-12380.579102
616619.328983,274421.832904,-12379.104492
616644.323958,274421.851105,-12377.545898
616669.318934,274421.869306,-12375.987305
616694.301273,274421.892851,-12374.154297
616719.283613,274421.916396,-12372.321289
616744.248215,274421.955841,-12370.150391
616769.212817,274421.995286,-12367.979492
616794.1759,274422.03974,-12365.740234
616819.138983,274422.084194,-12363.500977
616844.110113,274422.130386,-12361.520996
616869.081242,274422.176579,-12359.541016
616894.093404,274422.19495,-12358.329102
616919.105566,274422.21332,-12357.117188
616944.171078,274422.194752,-12356.904297
616969.236591,274422.176183,-12356.691406
616994.352262,274422.115314,-12357.489746
617019.467934,274422.054445,-12358.288086
617044.609895,274421.968857,-12359.592773
617069.751856,274421.88327,-12360.897461
617094.871241,274421.806949,-12361.878906
617119.990625,274421.730629,-12362.860352
617145.041662,274421.697137,-12362.594238
617170.092698,274421.663646,-12362.328125
617195.029381,274421.710344,-12359.941406
617219.966064,274421.757043,-12357.554688
617244.768213,274421.888476,-12352.724609
617269.570362,274422.01991,-12347.894531
617294.244682,274422.243332,-12340.656738
617318.919002,274422.466755,-12333.418945
617343.509419,274422.753956,-12324.505371
617368.099836,274423.041157,-12315.591797
617392.652491,274423.346014,-12305.784668
617417.205146,274423.650871,-12295.977539
617441.787619,274423.920744,-12286.529785
617466.370092,274424.190617,-12277.082031
617491.016024,274424.40708,-12268.549805
617515.661955,274424.623544,-12260.017578
617540.417583,274424.759226,-12253.225098
617565.17321,274424.894907,-12246.432617
617590.02145,274424.968813,-12241.041992
617614.869689,274425.04272,-12235.651367
617639.815613,274425.063167,-12231.787109
617664.761537,274425.083615,-12227.922852
617689.761358,274425.082331,-12224.795898
617714.761178,274425.081046,-12221.668945
617739.79628,274425.077824,-12219.154785
617764.831382,274425.074602,-12216.640625
617789.86931,274425.079303,-12214.14209
617814.907237,274425.084004,-12211.643555
617839.941611,274425.101058,-12209.042969
617864.975984,274425.118111,-12206.442383
617889.987899,274425.15868,-12203.412109
617914.999814,274425.199249,-12200.381836
617939.977122,274425.27459,-12196.816406
617964.95443,274425.349931,-12193.250977
617989.878395,274425.4726,-12188.821289
618014.80236,274425.59527,-12184.391602
618039.668779,274425.768778,-12179.101074
618064.535198,274425.942285,-12173.810547
618089.330217,274426.174276,-12167.386719
618114.125236,274426.406267,-12160.962891
618138.878363,274426.666274,-12153.86377
618163.631489,274426.92628,-12146.764648
618188.350992,274427.206365,-12139.192871
618213.070495,274427.486449,-12131.621094
618237.801629,274427.745245,-12124.317871
618262.532763,274428.004041,-12117.014648
618287.304834,274428.220311,-12110.436523
618312.076905,274428.436581,-12103.858398
618336.917852,274428.582004,-12098.461914
618361.758799,274428.727426,-12093.06543
618386.679724,274428.799345,-12089.015137
618411.600649,274428.871263,-12084.964844
618436.588362,274428.878116,-12082.075195
618461.576076,274428.884968,-12079.185547
618486.620855,274428.839665,-12077.172852
618511.665634,274428.794361,-12075.160156
618536.73449,274428.732516,-12073.396484
618561.803347,274428.670671,-12071.632813
618586.886664,274428.600805,-12069.861328
618611.969982,274428.530939,-12068.089844
618637.042277,274428.481471,-12065.848145
618662.114572,274428.432004,-12063.606445
618687.189573,274428.403356,-12061.125488
618712.264574,274428.374709,-12058.644531
618737.339495,274428.37686,-12055.838867
618762.414415,274428.379012,-12053.033203
618787.519951,274428.392105,-12050.48291
618812.625487,274428.405199,-12047.932617
618837.75706,274428.42207,-12045.627441
618862.888634,274428.438941,-12043.322266
618888.074808,274428.429792,-12041.772461
618913.260983,274428.420642,-12040.222656
618938.48068,274428.415599,-12039.168945
618963.700378,274428.410555,-12038.115234
618988.968276,274428.398944,-12037.792969
619014.236174,274428.387334,-12037.470703
619039.519306,274428.40374,-12037.371582
619064.802437,274428.420146,-12037.272461
619090.100772,274428.464687,-12037.434082
619115.399106,274428.509227,-12037.595703
619140.669141,274428.617464,-12037.332031
619165.939176,274428.725701,-12037.068359
619191.171204,274428.907962,-12036.271973
619216.403233,274429.090223,-12035.475586
619241.560244,274429.377152,-12033.514648
619266.717255,274429.664081,-12031.553711
619291.799771,274430.051976,-12028.44873
619316.882287,274430.439872,-12025.34375
619341.880372,274430.938932,-12020.97168
619366.878456,274431.437992,-12016.599609
619391.809848,274432.038201,-12011.320313
619416.741239,274432.63841,-12006.041016
619441.616725,274433.327898,-12000.111816
619466.49221,274434.017387,-11994.182617
619491.331311,274434.775684,-11987.987305
619516.170411,274435.533982,-11981.791992
619540.984268,274436.346156,-11975.488281
619565.798125,274437.15833,-11969.18457
619590.594109,274438.012806,-11962.946777
619615.390093,274438.867282,-11956.708984
619640.173675,274439.757689,-11950.554688
619664.957257,274440.648096,-11944.400391
619689.732917,274441.565252,-11938.411133
619714.508577,274442.482409,-11932.421875
619739.281654,274443.419502,-11926.61084
619764.054732,274444.356595,-11920.799805
619788.831511,274445.307686,-11915.29834
619813.60829,274446.258776,-11909.796875
619838.393631,274447.219175,-11904.635254
619863.178972,274448.179574,-11899.473633
619887.981728,274449.134823,-11894.789063
619912.784483,274450.090071,-11890.104492
619935.156465,274453.552356,-11885.870117
619957.528447,274457.014641,-11881.635742
619982.773869,274457.546141,-11877.865723
620008.019292,274458.07764,-11874.095703
620033.274375,274458.602366,-11870.624512
620058.529459,274459.127091,-11867.15332
620083.79086,274459.647682,-11863.8125
620109.052261,274460.168274,-11860.47168
620134.306941,274460.69269,-11857.025391
620159.561622,274461.217106,-11853.579102
620184.805092,274461.751401,-11849.85791
620210.048562,274462.285695,-11846.136719
620235.271523,274462.841194,-11841.954102
620260.494484,274463.396694,-11837.771484
620285.697139,274463.980074,-11833.14209
620310.899795,274464.563455,-11828.512695
620336.085696,274465.170657,-11823.405273
620361.271597,274465.777859,-11818.297852
620386.450611,274466.400955,-11812.910645
620411.629626,274467.024051,-11807.523438
620436.805152,274467.654608,-11801.937988
620461.980678,274468.285165,-11796.352539
620487.16629,274468.904579,-11790.82373
620512.351901,274469.523993,-11785.294922
620537.545392,274470.130628,-11779.852539
620562.738883,274470.737262,-11774.410156
620587.951895,274471.318325,-11769.27002
620613.164907,274471.899388,-11764.129883
620638.381751,274472.468307,-11759.091309
620663.598595,274473.037227,-11754.052734
620688.831103,274473.583756,-11749.206055
620714.06361,274474.130284,-11744.359375
620739.28782,274474.679619,-11739.322266
620764.51203,274475.228955,-11734.285156
620789.737275,274475.769165,-11729.12207
620814.962519,274476.309376,-11723.958984
620840.166268,274476.864188,-11718.315918
620865.370017,274477.419,-11712.672852
620890.561851,274477.973408,-11706.718262
620915.753685,274478.527817,-11700.763672
620940.917661,274479.097365,-11694.216309
620966.081636,274479.666913,-11687.668945
620991.244316,274480.220196,-11681.16748
621016.406996,274480.773479,-11674.666016
621041.591081,274481.280333,-11668.887207
621066.775166,274481.787187,-11663.108398
621091.969733,274482.253487,-11657.834473
621117.164301,274482.719786,-11652.560547
615774.145964,274417.706978,-12509.839844
615823.796615,274442.925257,-12505.34375
615848.655872,274443.062479,-12501.188477
615873.576011,274443.141423,-12498.004395
615898.437966,274443.274071,-12494.117676
615923.320194,274443.376728,-12490.449219
615948.179587,274443.507099,-12486.661621
615973.059813,274443.612385,-12483.088379
615997.924186,274443.730527,-12479.466797
616022.795195,274443.841122,-12475.864258
616047.645601,274443.962947,-12471.958008
616072.492785,274444.084431,-12467.929688
616097.329958,274444.210712,-12463.905273
616122.132688,274444.363954,-12459.099609
616146.937851,274444.516745,-12454.48877
616171.706665,274444.69773,-12449.151367
616196.494671,274444.865373,-12444.204102
616221.230403,274445.075553,-12438.255859
616245.999317,274445.260807,-12432.954102
616270.742534,274445.469983,-12427.141602
616295.522824,274445.647099,-12422.01416
616320.283686,274445.845554,-12416.623047
616345.082371,274446.012424,-12411.876953
616369.886009,274446.182835,-12407.262695
616394.735233,274446.31131,-12403.298828
616419.587832,274446.442137,-12399.515625
616444.485945,274446.528986,-12396.369629
616469.394126,274446.617136,-12393.504395
616494.339841,274446.668193,-12391.180664
616519.284857,274446.725953,-12388.970703
616544.266538,274446.745915,-12387.222656
616569.235423,274446.784828,-12385.382813
616594.233636,274446.795995,-12383.908203
616619.207611,274446.834314,-12382.096191
616644.202586,274446.852515,-12380.537598
616669.16402,274446.899547,-12378.464355
616694.14636,274446.923092,-12376.631348
616719.088036,274446.986756,-12374.162598
616744.052638,274447.026201,-12371.991699
616768.984892,274447.100203,-12369.299316
616793.947975,274447.144657,-12367.060059
616818.883473,274447.223752,-12364.392578
616843.854603,274447.269945,-12362.412598
616868.818182,274447.333063,-12360.288574
616893.830343,274447.351434,-12359.07666
616918.839378,274447.386417,-12357.870605
616943.90489,274447.367849,-12357.657715
616968.974115,274447.365164,-12357.559082
616994.089786,274447.304294,-12358.357422
617019.206462,274447.269225,-12359.198242
617044.348423,274447.183637,-12360.50293
617069.473691,274447.137338,-12361.651855
617094.593075,274447.061018,-12362.633301
617119.687946,274447.028029,-12363.304688
617144.738983,274446.994538,-12363.038574
617169.750727,274447.014125,-12362.251465
617194.68741,274447.060824,-12359.864746
617219.590706,274447.152195,-12357.058105
617244.392855,274447.283629,-12352.228027
617269.169747,274447.454151,-12347.09668
617293.844067,274447.677573,-12339.858887
617318.516233,274447.913699,-12332.760254
617343.106649,274448.2009,-12323.84668
617367.709487,274448.482625,-12315.353027
617392.262142,274448.787482,-12305.545898
617416.855023,274449.070626,-12296.686523
617441.437497,274449.340499,-12287.23877
617466.059935,274449.59084,-12278.691406
617490.705866,274449.807304,-12270.15918
617515.408938,274449.989243,-12262.834473
617540.164566,274450.124924,-12256.041992
617564.94925,274450.247616,-12249.933594
617589.79749,274450.321523,-12244.542969
617614.681659,274450.378864,-12239.993164
617639.627583,274450.399312,-12236.128906
617664.582588,274450.417762,-12232.496094
617689.582408,274450.416478,-12229.369141
617714.595549,274450.412056,-12226.614746
617739.630651,274450.408834,-12224.100586
617764.663664,274450.412485,-12221.575684
617789.701591,274450.417186,-12219.077148
617814.743064,274450.428891,-12216.680664
617839.777438,274450.445944,-12214.080078
617864.806081,274450.473365,-12211.422363
617889.817996,274450.513934,-12208.39209
617914.830234,274450.557043,-12205.375488
617939.807542,274450.632384,-12201.810059
617964.780025,274450.710906,-12198.105957
617989.70399,274450.833575,-12193.67627
618014.628065,274450.955856,-12189.224609
618039.494484,274451.129364,-12183.934082
618064.34729,274451.309417,-12178.382813
618089.142309,274451.541408,-12171.958984
618113.938296,274451.762699,-12165.520508
618138.691422,274452.022706,-12158.421387
618163.429654,274452.282471,-12151.036621
618188.149157,274452.562556,-12143.464844
618212.868628,274452.82771,-12135.773926
618237.599762,274453.086506,-12128.470703
618262.317928,274453.343609,-12120.858398
618287.089999,274453.559879,-12114.280273
618311.847955,274453.77383,-12107.411133
618336.688901,274453.919253,-12102.014648
618361.512915,274454.070415,-12096.291504
618386.43384,274454.142333,-12092.241211
618411.334634,274454.218555,-12087.84668
618436.322348,274454.225407,-12084.957031
618461.302565,274454.22982,-12081.879883
618486.347344,274454.184516,-12079.867188
618511.38441,274454.13514,-12077.728027
618536.453267,274454.073295,-12075.964355
618561.533213,274453.982818,-12074.415527
618586.61653,274453.912952,-12072.644043
618611.712257,274453.811636,-12071.14502
618636.784552,274453.762168,-12068.90332
618661.890231,274453.660242,-12067.268066
618686.965233,274453.631595,-12064.787109
618712.063751,274453.556289,-12062.708496
618737.138671,274453.558441,-12059.902832
618762.243571,274453.502234,-12057.600586
618787.349106,274453.515327,-12055.050293
618812.455366,274453.486512,-12052.46875
618837.58694,274453.503383,-12050.163574
618862.719937,274453.477798,-12047.779785
618887.906111,274453.468649,-12046.22998
618913.059845,274453.450851,-12044.062012
618938.279542,274453.445807,-12043.008301
618963.482251,274453.419097,-12041.564941
618988.750149,274453.407486,-12041.242676
619013.989959,274453.389174,-12040.392578
619039.27309,274453.405581,-12040.293457
619064.566919,274453.386732,-12040.35791
619089.865254,274453.431273,-12040.519531
619115.182788,274453.436041,-12040.991211
619140.452823,274453.544278,-12040.727539
619165.779136,274453.584097,-12041.435059
619191.011165,274453.766358,-12040.638672
619216.292548,274453.883547,-12040.654785
619241.449559,274454.170476,-12038.693848
619266.664486,274454.383798,-12037.638672
619291.747002,274454.771693,-12034.533691
619316.856793,274455.109381,-12031.761719
619341.854877,274455.608441,-12027.389648
619366.867699,274456.069803,-12023.060059
619391.79909,274456.670012,-12017.780762
619416.722295,274457.249214,-12012.083496
619441.59778,274457.938702,-12006.154297
619466.461368,274458.610918,-11999.70166
619491.300469,274459.369216,-11993.506348
619516.12892,274460.108357,-11986.714355
619540.942777,274460.920531,-11980.410645
619565.754511,274461.70669,-11973.69043
619590.550495,274462.561166,-11967.452637
619615.350881,274463.386583,-11960.929199
619640.134463,274464.27699,-11954.774902
619664.931427,274465.130414,-11948.512695
619689.707087,274466.047571,-11942.523438
619714.501943,274466.924272,-11936.489258
619739.27502,274467.861365,-11930.678223
619764.071487,274468.75498,-11924.916992
619788.848266,274469.70607,-11919.415527
619813.648774,274470.614802,-11913.936035
619838.434115,274471.5752,-11908.774414
619863.243359,274472.491582,-11903.688477
619888.046114,274473.446831,-11899.003906
619912.865623,274474.366932,-11894.333984
619935.237605,274477.829217,-11890.099609
619960.070121,274478.747396,-11885.875977
619985.315543,274479.278896,-11882.105957
620010.158661,274480.193084,-11878.259277
620035.413745,274480.717809,-11874.788086
620058.397843,274483.544238,-11871.193359
620083.659243,274484.06483,-11867.852539
620108.908398,274484.586522,-11864.33252
620134.163078,274485.110938,-11860.88623
620159.407413,274485.638088,-11857.269043
620184.650883,274486.172382,-11853.547852
620209.875413,274486.716124,-11849.624512
620235.098374,274487.271624,-11845.441895
620260.302836,274487.838003,-11841.151855
620285.505491,274488.421383,-11836.522461
620310.684979,274489.016799,-11831.755859
620335.87088,274489.624001,-11826.648438
620361.033606,274490.241925,-11821.524902
620386.21262,274490.865021,-11816.137695
620411.364236,274491.500131,-11810.719727
620436.539762,274492.130687,-11805.134277
620461.693151,274492.766137,-11799.689453
620486.878762,274493.385551,-11794.160645
620512.037207,274494.012623,-11788.791016
620537.230698,274494.619257,-11783.348633
620562.408446,274495.219104,-11778.312012
620587.621458,274495.800167,-11773.171875
620612.810421,274496.379478,-11768.397949
620638.027265,274496.948398,-11763.359375
620663.23475,274497.495446,-11758.936035
620688.467257,274498.041974,-11754.089355
620713.669815,274498.583193,-11749.619141
620738.894025,274499.132528,-11744.582031
620764.094907,274499.663204,-11740.067871
620789.320152,274500.203415,-11734.904785
620814.498562,274500.746039,-11729.924805
620839.702311,274501.300851,-11724.281738
620864.863068,274501.853662,-11718.92334
620890.054903,274502.408071,-11712.96875
620915.190293,274502.977617,-11707.004395
620940.354268,274503.547165,-11700.457031
620965.468577,274504.122864,-11694.052734
620990.631257,274504.676147,-11687.55127
621015.73231,274505.247991,-11680.924316
621040.916395,274505.754845,-11675.145508
621066.054042,274506.260509,-11669.525391
621091.248609,274506.726809,-11664.251465
621117.164301,274482.719786,-11652.560547
615773.973835,274467.637453,-12517.668945
615823.757365,274467.844962,-12510.040039
615823.757365,274467.844962,-12510.040039
615873.597642,274468.002851,-12503.671875
615873.597642,274468.002851,-12503.671875
615923.3621,274468.208164,-12496.334961
615923.3621,274468.208164,-12496.334961
615973.122553,274468.418736,-12489.188477
615997.993562,274468.52933,-12485.585938
616022.864572,274468.639925,-12481.983398
616047.711756,274468.761408,-12477.955078
616072.558939,274468.882892,-12473.926758
616097.36167,274469.036134,-12469.121094
616122.1644,274469.189376,-12464.31543
616146.933214,274469.370361,-12458.978027
616171.702028,274469.551345,-12453.640625
616196.43776,274469.761525,-12447.692383
616221.173491,274469.971705,-12441.744141
616245.916709,274470.18088,-12435.931641
616270.659927,274470.390056,-12430.119141
616295.420789,274470.58851,-12424.728027
616320.181651,274470.786965,-12419.336914
616344.985289,274470.957376,-12414.722656
616369.788927,274471.127786,-12410.108398
616394.641526,274471.258613,-12406.325195
616419.494124,274471.38944,-12402.541992
616444.402306,274471.47759,-12399.676758
616469.310488,274471.565739,-12396.811523
616494.255503,274471.6235,-12394.601563
616519.200519,274471.68126,-12392.391602
616544.169404,274471.720174,-12390.551758
616569.138289,274471.759087,-12388.711914
616594.112264,274471.797406,-12386.899902
616619.086239,274471.835724,-12385.087891
616644.047673,274471.882756,-12383.014648
616669.009107,274471.929788,-12380.941406
616693.950783,274471.993452,-12378.472656
616718.892459,274472.057116,-12376.003906
616743.824713,274472.131118,-12373.311523
616768.756967,274472.20512,-12370.619141
616793.692465,274472.284215,-12367.95166
616818.627963,274472.363311,-12365.28418
616843.591542,274472.426429,-12363.160156
616868.555121,274472.489547,-12361.036133
616893.564156,274472.52453,-12359.830078
616918.57319,274472.559514,-12358.624023
616943.642414,274472.556829,-12358.525391
616968.711639,274472.554144,-12358.426758
616993.828314,274472.519074,-12359.267578
617018.94499,274472.484005,-12360.108398
617044.070258,274472.437706,-12361.257324
617069.195525,274472.391407,-12362.40625
617094.290397,274472.358418,-12363.077637
617119.385268,274472.325429,-12363.749023
617144.397012,274472.345017,-12362.961914
617169.408757,274472.364605,-12362.174805
617194.312053,274472.455976,-12359.368164
617219.215348,274472.547348,-12356.561523
617243.99224,274472.71787,-12351.430176
617268.769132,274472.888392,-12346.298828
617293.441298,274473.124517,-12339.200195
617318.113463,274473.360643,-12332.101563
617342.716301,274473.642367,-12323.60791
617367.319138,274473.924092,-12315.114258
617391.912019,274474.207236,-12306.254883
617416.504901,274474.490381,-12297.395508
617441.127339,274474.740722,-12288.848145
617465.749777,274474.991064,-12280.300781
617490.452849,274475.173003,-12272.976074
617515.155921,274475.354942,-12265.651367
617539.940606,274475.477634,-12259.542969
617564.72529,274475.600326,-12253.43457
617589.60946,274475.657667,-12248.884766
617614.49363,274475.715009,-12244.334961
617639.448634,274475.733459,-12240.702148
617664.403639,274475.751909,-12237.069336
617689.416779,274475.747487,-12234.314941
617714.42992,274475.743066,-12231.560547
617739.462933,274475.746717,-12229.035645
617764.495946,274475.750368,-12226.510742
617789.537419,274475.762073,-12224.114258
617814.578891,274475.773777,-12221.717773
617839.607535,274475.801198,-12219.060059
617864.636178,274475.828619,-12216.402344
617889.648416,274475.871728,-12213.385742
617914.660654,274475.914837,-12210.369141
617939.633137,274475.993359,-12206.665039
617964.60562,274476.071881,-12202.960938
617989.529695,274476.194161,-12198.509277
618014.45377,274476.316442,-12194.057617
618039.306576,274476.496496,-12188.506348
618064.159383,274476.676549,-12182.955078
618088.955369,274476.89784,-12176.516602
618113.751356,274477.119131,-12170.078125
618138.489587,274477.378897,-12162.693359
618163.227819,274477.638662,-12155.308594
618187.94729,274477.903817,-12147.617676
618212.66676,274478.168971,-12139.926758
618237.384926,274478.426074,-12132.314453
618262.103093,274478.683176,-12124.702148
618286.861048,274478.897128,-12117.833008
618311.619004,274479.11108,-12110.963867
618336.443018,274479.262242,-12105.240723
618361.267031,274479.413403,-12099.517578
618386.167825,274479.489625,-12095.123047
618411.068619,274479.565846,-12090.728516
618436.048837,274479.570259,-12087.651367
618461.029054,274479.574671,-12084.574219
618486.06612,274479.525295,-12082.435059
618511.103186,274479.475919,-12080.295898
618536.183133,274479.385442,-12078.74707
618561.263079,274479.294965,-12077.198242
618586.358806,274479.193649,-12075.699219
618611.454532,274479.092333,-12074.200195
618636.560212,274478.990407,-12072.564941
618661.665891,274478.888481,-12070.929688
618686.764409,274478.813175,-12068.851074
618711.862927,274478.73787,-12066.772461
618736.967826,274478.681663,-12064.470215
618762.072726,274478.625456,-12062.167969
618787.178986,274478.59664,-12059.586426
618812.285245,274478.567825,-12057.004883
618837.418242,274478.54224,-12054.621094
618862.551239,274478.516656,-12052.237305
618887.704973,274478.498858,-12050.069336
618912.858707,274478.481059,-12047.901367
618938.061416,274478.454349,-12046.458008
618963.264125,274478.427639,-12045.014648
618988.503934,274478.409327,-12044.164551
619013.743743,274478.391015,-12043.314453
619039.037572,274478.372167,-12043.378906
619064.331401,274478.353319,-12043.443359
619089.648935,274478.358086,-12043.915039
619114.96647,274478.362854,-12044.386719
619140.292783,274478.402674,-12045.094238
619165.619097,274478.442494,-12045.801758
619190.90048,274478.559682,-12045.817871
619216.181863,274478.676871,-12045.833984
619241.396789,274478.890193,-12044.778809
619266.611716,274479.103514,-12043.723633
619291.721507,274479.441202,-12040.95166
619316.831298,274479.77889,-12038.179688
619341.84412,274480.240252,-12033.850098
619366.856941,274480.701614,-12029.520508
619391.780146,274481.280815,-12023.823242
619416.70335,274481.860017,-12018.125977
619441.566938,274482.532233,-12011.67334
619466.430526,274483.20445,-12005.220703
619491.258978,274483.943591,-11998.428711
619516.087429,274484.682732,-11991.636719
619540.899163,274485.468891,-11984.916504
619565.710897,274486.25505,-11978.196289
619590.511283,274487.080467,-11971.672852
619615.311669,274487.905884,-11965.149414
619640.108633,274488.759308,-11958.887207
619664.905596,274489.612733,-11952.625
619689.700452,274490.489434,-11946.59082
619714.495308,274491.366135,-11940.556641
619739.291776,274492.25975,-11934.79541
619764.088243,274493.153364,-11929.03418
619788.88875,274494.062096,-11923.554688
619813.689258,274494.970827,-11918.075195
619838.498502,274495.887208,-11912.989258
619863.307746,274496.80359,-11907.90332
619888.127254,274497.723691,-11903.233398
619912.946762,274498.643793,-11898.563477
619937.779278,274499.561972,-11894.339844
619962.611794,274500.480152,-11890.116211
619987.454913,274501.39434,-11886.269531
620012.298031,274502.308527,-11882.422852
620035.282128,274505.134956,-11878.828125
620058.266226,274507.961386,-11875.233398
620083.515381,274508.483078,-11871.713379
620108.764535,274509.00477,-11868.193359
620134.008869,274509.53192,-11864.576172
620159.253204,274510.05907,-11860.958984
620184.477734,274510.602812,-11857.035645
620209.702265,274511.146554,-11853.112305
620234.906726,274511.712933,-11848.822266
620260.111188,274512.279311,-11844.532227
620285.290675,274512.874727,-11839.765625
620310.470163,274513.470143,-11834.999023
620335.632889,274514.088067,-11829.875488
620360.795615,274514.70599,-11824.751953
620385.947231,274515.3411,-11819.333984
620411.098846,274515.97621,-11813.916016
620436.252235,274516.611659,-11808.471191
620461.405623,274517.247108,-11803.026367
620486.564068,274517.87418,-11797.656738
620511.722513,274518.501252,-11792.287109
620536.900261,274519.101099,-11787.250488
620562.078009,274519.700946,-11782.213867
620587.266972,274520.280257,-11777.439941
620612.455935,274520.859569,-11772.666016
620637.66342,274521.406616,-11768.242676
620662.870904,274521.953664,-11763.819336
620688.073462,274522.494883,-11759.349121
620713.27602,274523.036101,-11754.878906
620738.476902,274523.566777,-11750.364746
620763.677784,274524.097453,-11745.850586
620788.856195,274524.640077,-11740.870605
620814.034606,274525.182702,-11735.890625
620839.195363,274525.735514,-11730.532227
620864.35612,274526.288325,-11725.173828
620889.49151,274526.857871,-11719.209473
620914.6269,274527.427417,-11713.245117
620939.741209,274528.003116,-11706.84082
620964.855518,274528.578814,-11700.436523
620989.956571,274529.150659,-11693.80957
621015.057624,274529.722503,-11687.182617
621040.195271,274530.228167,-11681.5625
621065.332917,274530.733831,-11675.942383
621090.476056,274531.206629,-11670.749023
621115.619195,274531.679427,-11665.555664
615923.3621,274468.208164,-12496.334961
615973.178566,274493.2223,-12495.406738
615998.049575,274493.332895,-12491.804199
616022.930277,274493.432668,-12488.194336
616047.77746,274493.554152,-12484.166016
616072.577803,274493.712441,-12479.134277
616097.380533,274493.865683,-12474.328613
616122.137165,274494.051856,-12468.505859
616146.905979,274494.232841,-12463.168457
616171.64773,274494.434018,-12457.207031
616196.383462,274494.644197,-12451.258789
616221.095949,274494.873984,-12444.790527
616245.839167,274495.08316,-12438.978027
616270.578565,274495.300119,-12433.087891
616295.339427,274495.498574,-12427.696777
616320.12198,274495.684692,-12422.729004
616344.925618,274495.855102,-12418.114746
616369.760183,274496.004351,-12414.132813
616394.612781,274496.135178,-12410.349609
616419.499319,274496.244524,-12407.274414
616444.407501,274496.332674,-12404.40918
616469.332182,274496.415841,-12401.960449
616494.277197,274496.473601,-12399.750488
616519.225648,274496.537594,-12397.710938
616544.194534,274496.576508,-12395.871094
616569.148028,274496.638358,-12393.878418
616594.122003,274496.676676,-12392.066406
616619.058439,274496.74847,-12389.661133
616644.019873,274496.795501,-12387.587891
616668.933706,274496.884197,-12384.670898
616693.875382,274496.947861,-12382.202148
616718.762937,274497.058443,-12378.810547
616743.695191,274497.132445,-12376.118164
616768.576907,274497.255917,-12372.536133
616793.512405,274497.335013,-12369.868652
616818.41082,274497.454596,-12366.618164
616843.374399,274497.517714,-12364.494141
616868.319002,274497.610997,-12362.023926
616893.328037,274497.64598,-12360.817871
616918.333683,274497.70128,-12359.544434
616943.402908,274497.698595,-12359.445801
616968.469823,274497.711947,-12359.379883
616993.586498,274497.676878,-12360.220703
617018.69197,274497.668962,-12360.964355
617043.817238,274497.622663,-12362.113281
617068.927825,274497.61106,-12363.043945
617094.022696,274497.578071,-12363.715332
617119.078582,274497.599452,-12363.82959
617144.090327,274497.619039,-12363.04248
617169.063327,274497.691555,-12361.682617
617193.966623,274497.782927,-12358.875977
617218.828218,274497.922727,-12355.458496
617243.60511,274498.093249,-12350.327148
617268.359548,274498.298625,-12344.924805
617293.031713,274498.53475,-12337.826172
617317.698623,274498.787425,-12330.78418
617342.30146,274499.069149,-12322.290527
617366.927488,274499.338452,-12314.410645
617391.520369,274499.621597,-12305.55127
617416.149339,274499.883468,-12297.525879
617440.771777,274500.13381,-12288.978516
617465.449451,274500.355463,-12281.646484
617490.152523,274500.537401,-12274.321777
617514.895234,274500.702723,-12267.913086
617539.679918,274500.825415,-12261.804688
617564.513066,274500.925746,-12256.738281
617589.397236,274500.983088,-12252.188477
617614.298846,274501.040208,-12248.084961
617639.25385,274501.058658,-12244.452148
617664.22391,274501.076183,-12241.360352
617689.237051,274501.071761,-12238.605957
617714.246355,274501.076766,-12235.918945
617739.279368,274501.080417,-12233.394043
617764.315007,274501.08484,-12231.030762
617789.35648,274501.096544,-12228.634277
617814.39199,274501.115806,-12226.149902
617839.420633,274501.143227,-12223.492188
617864.446644,274501.177973,-12220.791504
617889.458882,274501.221082,-12217.774902
617914.456652,274501.280255,-12214.558594
617939.429134,274501.358777,-12210.854492
617964.392901,274501.446232,-12207.015137
617989.316976,274501.568513,-12202.563477
618014.223842,274501.698965,-12197.808105
618039.076648,274501.879019,-12192.256836
618063.926641,274502.053165,-12186.646973
618088.722628,274502.274456,-12180.208496
618113.508623,274502.493214,-12173.555176
618138.246855,274502.75298,-12166.17041
618162.993751,274502.993476,-12158.868164
618187.713222,274503.25863,-12151.177246
618212.430385,274503.51322,-12143.394043
618237.148551,274503.770323,-12135.781738
618261.869169,274504.011109,-12128.154297
618286.627124,274504.225061,-12121.285156
618311.380615,274504.43441,-12114.262207
618336.204629,274504.585572,-12108.539063
618361.015654,274504.73874,-12102.568359
618385.916448,274504.814961,-12098.173828
618410.804423,274504.897776,-12093.508789
618435.78464,274504.902189,-12090.431641
618460.74677,274504.913276,-12087.044434
618485.783836,274504.8639,-12084.905273
618510.811132,274504.815333,-12082.62207
618535.891078,274504.724856,-12081.073242
618560.967274,274504.631704,-12079.496582
618586.063001,274504.530388,-12077.997559
618611.173511,274504.403468,-12076.800781
618636.279191,274504.301542,-12075.165527
618661.401908,274504.174156,-12073.88916
